RefDes     X          Y          Rot.       Exact     (FREE)    Side
D22        4495.0026  1619.4883  270        EXACT     (FREE)    L1_TOP_SIDE                   
D23        4495.0026  710.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
D24        4495.0026  1619.4902  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D25        4495.0026  1922.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
D26        4495.0026  1015.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
D27        4495.0026  2222.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
D28        4495.0026  1015.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D29        4495.0026  2522.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
D30        4495.0026  2522.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D40        134.6526   2956.3002  090        EXACT     (FREE)    L1_TOP_SIDE                   
D41        134.6526   2771.2602  090        EXACT     (FREE)    L1_TOP_SIDE                   
D42        151.9726   2588.5802  090        EXACT     (FREE)    L1_TOP_SIDE                   
D43        168.5026   2403.5402  090        EXACT     (FREE)    L1_TOP_SIDE                   
D44        196.8526   2220.4702  090        EXACT     (FREE)    L1_TOP_SIDE                   
D45        219.6926   2035.4302  090        EXACT     (FREE)    L1_TOP_SIDE                   
D46        248.4326   1852.7602  090        EXACT     (FREE)    L1_TOP_SIDE                   
D47        277.1726   1670.0802  090        EXACT     (FREE)    L1_TOP_SIDE                   
D48        305.5126   1487.0102  090        EXACT     (FREE)    L1_TOP_SIDE                   
D49        334.2526   1304.3302  090        EXACT     (FREE)    L1_TOP_SIDE                   
D50        362.9926   1121.6502  090        EXACT     (FREE)    L1_TOP_SIDE                   
D51        392.5226   936.6102   090        EXACT     (FREE)    L1_TOP_SIDE                   
D52        420.8726   751.5702   090        EXACT     (FREE)    L1_TOP_SIDE                   
D53        449.6126   566.5402   090        EXACT     (FREE)    L1_TOP_SIDE                   
D54        488.1926   381.5002   090        EXACT     (FREE)    L1_TOP_SIDE                   
D55        526.3826   196.4602   090        EXACT     (FREE)    L1_TOP_SIDE                   
D56        159.8451   4282.2836  090        EXACT     (FREE)    L1_TOP_SIDE                   
D57        159.8451   4105.1183  090        EXACT     (FREE)    L1_TOP_SIDE                   
D58        159.8451   3573.6222  090        EXACT     (FREE)    L1_TOP_SIDE                   
D59        159.8451   4459.4490  090        EXACT     (FREE)    L1_TOP_SIDE                   
D60        159.8451   3750.7876  090        EXACT     (FREE)    L1_TOP_SIDE                   
D61        159.8451   3927.9529  090        EXACT     (FREE)    L1_TOP_SIDE                   
D63        4980.0000  4300.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D64        269.2926   4690.1602  000        EXACT     (FREE)    L1_TOP_SIDE                   
D75        3225.0026  3650.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
D79        4495.0026  2222.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D80        4495.0026  2830.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D81        4495.0026  2830.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
D95        5475.0000  585.0000   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
D96        4977.3000  1856.4000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D97        4771.0000  2256.0000  000        EXACT     (FREE)    L1_TOP_SIDE                   
D98        4771.0000  2334.0000  000        EXACT     (FREE)    L1_TOP_SIDE                   
D99        4770.0000  2411.0000  000        EXACT     (FREE)    L1_TOP_SIDE                   
D100       5555.0000  2125.0000  180        EXACT     (FREE)    L1_TOP_SIDE                   
D101       5555.0000  2245.0000  180        EXACT     (FREE)    L1_TOP_SIDE                   
D102       5425.0000  2215.0000  180        EXACT     (FREE)    L1_TOP_SIDE                   
D103       5442.2000  2588.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
D105       4767.0000  2486.0000  000        EXACT     (FREE)    L1_TOP_SIDE                   
D106       4832.5000  2076.9000  000        EXACT     (FREE)    L1_TOP_SIDE                   
D110       5400.2000  2107.4000  180        EXACT     (FREE)    L1_TOP_SIDE                   
D111       4835.1000  1716.5000  000        EXACT     (FREE)    L1_TOP_SIDE                   
D113       4980.0000  4070.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
D114       5445.0000  950.0000   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
F1         5400.0026  4050.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
F2         5400.0026  4250.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
F6         6125.0026  3475.0009  000        EXACT     (FREE)    L1_TOP_SIDE                   
F7         5625.0026  3475.0009  180        EXACT     (FREE)    L1_TOP_SIDE                   
FB1        3670.0026  3240.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
FB2        5325.0026  4590.0009  180        EXACT     (FREE)    L1_TOP_SIDE                   
FD1        5445.0026  4755.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
FD2        750.0026   245.0009   000        EXACT     (FREE)    L1_TOP_SIDE                   
FD3        6300.0026  700.0009   000        EXACT     (FREE)    L1_TOP_SIDE                   
FD4        750.0026   245.0009   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
FD5        5445.0026  4755.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
FD6        6300.0026  700.0009   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
GP2        6174.0183  4590.5513  090        EXACT     (FREE)    L1_TOP_SIDE                   
J1         6288.0026  909.0002   180        EXACT     (FREE)    L1_TOP_SIDE                   
J2         5193.3097  2992.1261  090        EXACT     (FREE)    L1_TOP_SIDE                   
J3         6290.0026  1890.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
J5         6213.3884  4097.2443  090        EXACT     (FREE)    L1_TOP_SIDE                   
J6         870.9126   1509.0609  090        EXACT     (FREE)    L1_TOP_SIDE                   
J56        2165.0026  220.0002   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
L3         1358.0026  3415.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
L4         1055.0026  3416.3002  180        EXACT     (FREE)    L1_TOP_SIDE                   
L6         2490.0000  4185.0000  000        EXACT     (FREE)    L1_TOP_SIDE                   
L7         1158.0026  4690.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
L14        1205.0026  580.0002   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
LS5        2025.0026  4450.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
MH1        984.2546   236.2214   000        EXACT     (FREE)    L1_TOP_SIDE                   
MH2        5118.1126  236.2209   000        EXACT     (FREE)    L1_TOP_SIDE                   
MH3        5118.1128  4763.7805  000        EXACT     (FREE)    L1_TOP_SIDE                   
MH4        779.5302   2755.9057  000        EXACT     (FREE)    L1_TOP_SIDE                   
MH5        4067.7200  162.2000   000        EXACT     (FREE)    L1_TOP_SIDE                   
MH6        4343.3100  4839.3700  000        EXACT     (FREE)    L1_TOP_SIDE                   
Q2         745.0026   3385.0009  000        EXACT     (FREE)    L1_TOP_SIDE                   
Q3         685.0026   3515.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q6         745.0026   3040.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q7         600.0026   3040.0009  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q8         5650.0026  2700.0009  270        EXACT     (FREE)    L1_TOP_SIDE                   
Q9         520.0026   3750.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q14        520.0026   4110.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q16        520.0026   4290.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q17        4580.0026  3875.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
Q18        4575.0026  4430.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
Q19        3400.0026  4175.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
Q21        520.0026   3575.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q25        520.0026   4470.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q27        6075.0026  2700.0009  090        EXACT     (FREE)    L1_TOP_SIDE                   
Q30        4055.0026  3650.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
Q31        1926.0026  3991.0002  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R1         5660.0026  2495.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R2         5660.0026  2425.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R3         5660.0026  2355.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R4         5660.0026  2280.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R5         5406.0026  2035.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R6         5405.0026  1695.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R7         5405.0026  1760.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R8         5405.0026  1895.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R9         5405.0026  1825.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R10        2125.0026  460.0009   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R11        5325.0026  3375.0009  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R12        5325.0026  3415.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R13        2937.0026  3139.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R14        2906.0026  3236.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R15        5320.0026  3680.0002  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R16        2778.7900  1116.2600  180        EXACT     (FREE)    L1_TOP_SIDE                   
R17        610.0026   2437.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R18        776.3000   1066.1000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R19        1729.3026  3215.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R20        775.3000   1192.1000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R21        646.3000   972.1000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R22        1600.0026  3265.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R23        1600.0026  3220.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R24        1748.8026  3161.5002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R25        4915.0026  2486.2994  180        EXACT     (FREE)    L1_TOP_SIDE                   
R26        1600.0026  3310.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R27        2865.0026  555.0002   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R28        2865.0026  595.0002   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R29        2999.0026  708.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
R30        3041.0026  708.0002   090        EXACT     (FREE)    L1_TOP_SIDE                   
R31        2653.0026  3287.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R32        2215.0026  3195.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R33        2260.0026  3195.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R34        2065.0026  3340.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R35        2170.0026  3195.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R36        2320.0026  3570.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R37        5320.0026  3750.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R38        2776.7900  922.2600   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R39        2170.0026  3570.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R40        2345.0026  3600.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R41        2630.0000  705.0000   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R42        1615.0026  2235.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R43        1615.0026  2190.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R44        1750.0026  2085.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R45        1615.0026  2280.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R46        1729.3026  2140.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R47        2661.0026  2379.0002  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R48        2210.0000  2083.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R49        2255.0000  2083.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R50        2058.0026  2218.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R51        2165.0000  2083.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R52        2345.0000  2467.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R53        2200.0000  2467.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R54        2315.0026  3890.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R55        2305.0026  3195.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R56        2279.0026  1537.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R57        2936.0026  1667.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R58        2909.0026  2280.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R59        5951.5026  3005.8002  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R60        5829.0026  3006.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R61        2440.0026  3310.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R62        5869.0026  3006.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R63        2352.0026  2497.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R64        5789.0026  3006.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R65        2440.0026  3355.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R66        5904.0026  3006.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R67        5745.0026  3275.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R68        6015.0026  3275.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R69        2940.0026  2709.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R70        5824.8026  3267.8002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R71        5934.6026  3267.1002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R72        2909.0026  1763.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R73        5120.0026  3060.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R74        5315.0026  3250.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R75        5190.0026  3060.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R76        5315.0026  3095.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R77        2910.0026  2804.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R78        380.0026   4520.0002  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R79        1729.3026  2675.8002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R80        2630.0026  3815.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R81        2300.0000  2083.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R82        1593.0026  2774.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R83        1593.0026  2729.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R84        2766.7900  1037.2600  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R85        5660.0026  2205.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R86        3053.7900  557.2600   180        EXACT     (FREE)    L1_TOP_SIDE                   
R87        1727.0026  363.0009   180        EXACT     (FREE)    L1_TOP_SIDE                   
R88        2110.0000  4025.0000  180        EXACT     (FREE)    L1_TOP_SIDE                   
R89        2110.0000  3955.0000  000        EXACT     (FREE)    L1_TOP_SIDE                   
R90        2045.0000  3725.0000  180        EXACT     (FREE)    L1_TOP_SIDE                   
R91        1729.3026  1628.5002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R92        1583.8026  1710.6002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R93        1628.0026  363.0009   180        EXACT     (FREE)    L1_TOP_SIDE                   
R94        565.3000   1029.1000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R95        1827.0026  363.0009   000        EXACT     (FREE)    L1_TOP_SIDE                   
R96        1584.8026  1667.6002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R97        1750.0026  1557.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R98        1582.8026  1752.6002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R99        2740.0026  1827.0002  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R100       1750.0026  2619.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R101       1593.0026  2819.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R102       2646.0026  2921.0002  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R103       2210.0026  2610.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R104       2189.0026  1537.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R105       2234.0026  1537.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R106       2024.0026  1677.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R107       2255.0026  2610.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R108       2080.0026  2745.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R109       3525.0026  2894.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R110       2165.0026  2610.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R111       275.0026   2750.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R112       640.0026   3210.0009  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R113       2580.0026  3815.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R114       640.0026   3380.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R115       725.0026   3380.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R116       725.0026   3210.0009  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R117       300.0026   2625.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R118       2345.0026  2985.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R119       300.0026   2425.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R120       325.0026   2275.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R121       270.0026   2928.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R122       362.0026   2098.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R123       2200.0026  2985.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R124       2370.0026  3015.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R125       1593.0026  2684.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R126       2300.0026  2610.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R127       2430.0026  2710.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R128       585.0026   3430.0009  270        EXACT     (FREE)    L1_TOP_SIDE                   
R129       2430.0026  2755.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R131       4820.0000  4260.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R132       2144.0026  1537.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R133       2272.0026  1922.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R135       2122.0026  1922.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R136       2287.0026  1952.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R137       1584.8026  1624.6002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R138       380.0026   3575.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R142       4890.0000  4260.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R145       380.0026   4455.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R146       380.0026   3750.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R148       380.0026   4290.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R149       2749.0026  260.0002   090        EXACT     (FREE)    L1_TOP_SIDE                   
R150       343.0026   1915.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R151       398.0026   1702.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R152       415.0026   1505.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R153       425.0026   1300.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R154       475.0026   1075.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R155       525.0026   925.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
R156       526.0026   781.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
R157       2542.7900  883.2600   270        EXACT     (FREE)    L1_TOP_SIDE                   
R158       549.0026   635.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
R159       2830.0026  261.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
R160       600.0026   400.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
R161       2872.0026  261.0002   090        EXACT     (FREE)    L1_TOP_SIDE                   
R162       2790.0026  260.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
R163       2502.7900  883.2600   090        EXACT     (FREE)    L1_TOP_SIDE                   
R164       2461.7900  882.2600   270        EXACT     (FREE)    L1_TOP_SIDE                   
R165       2788.0026  627.0002   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R166       2747.0026  627.0002   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R167       2582.7900  883.2600   090        EXACT     (FREE)    L1_TOP_SIDE                   
R168       1686.6000  4353.1500  000        EXACT     (FREE)    L1_TOP_SIDE                   
R169       625.0026   225.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
R175       515.0026   3570.0009  000        EXACT     (FREE)    L1_TOP_SIDE                   
R176       730.0026   3055.0009  000        EXACT     (FREE)    L1_TOP_SIDE                   
R177       615.0026   3055.0009  000        EXACT     (FREE)    L1_TOP_SIDE                   
R178       345.0026   3790.0009  090        EXACT     (FREE)    L1_TOP_SIDE                   
R180       505.0026   4500.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R181       380.0026   4110.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R183       345.0026   4330.0009  090        EXACT     (FREE)    L1_TOP_SIDE                   
R184       345.0026   4150.0009  090        EXACT     (FREE)    L1_TOP_SIDE                   
R185       345.0026   3615.0009  090        EXACT     (FREE)    L1_TOP_SIDE                   
R186       345.0026   4510.0009  090        EXACT     (FREE)    L1_TOP_SIDE                   
R187       4335.0026  3995.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R188       4725.0026  4200.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R190       3615.0026  1550.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R191       4915.0026  2411.3002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R192       4915.0026  2331.2994  180        EXACT     (FREE)    L1_TOP_SIDE                   
R193       4915.0026  2256.2994  180        EXACT     (FREE)    L1_TOP_SIDE                   
R194       4829.0026  1933.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R195       4829.0026  1863.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R196       4829.0026  1793.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R197       4828.0026  2004.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R198       400.1026   2225.5009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R199       3610.0026  2849.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R200       4825.0000  4105.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R202       4335.0026  4370.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R205       1814.0026  4235.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R207       2220.0000  4403.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R214       2938.0026  2184.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R255       4020.0026  4495.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R258       3610.0026  2894.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R259       3525.0026  2849.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R260       3615.0026  2664.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R261       3530.0026  2664.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R262       2120.0026  600.0009   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R264       410.0026   4320.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R266       3615.0026  2454.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R269       3530.0026  2454.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R270       3615.0026  2664.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R271       3530.0026  2664.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R272       3615.0026  2449.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R273       3530.0026  2449.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R274       3615.0026  2209.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R275       3530.0026  2209.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R277       3615.0026  2209.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R279       3530.0026  2209.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R280       3612.5026  1768.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R281       3530.0026  1814.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R282       3615.0026  1994.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R283       3530.0026  1994.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R284       3531.0026  1814.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R285       3530.0026  1769.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R286       3613.0026  2040.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R287       3531.0026  1988.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R290       3393.0026  4509.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R312       3735.0026  1260.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R347       3645.0026  1260.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R348       3740.0026  1215.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R350       3645.0026  1260.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R351       3715.0026  945.0002   180        EXACT     (FREE)    L1_TOP_SIDE                   
R368       2725.0026  3980.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R370       5998.1026  3006.6002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R371       2122.0026  694.0002   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R372       2124.0026  508.0009   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R373       2120.0026  555.0009   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R374       2122.0026  650.0009   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R375       2119.0026  736.0002   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R377       3020.0000  4645.0000  270        EXACT     (FREE)    L1_TOP_SIDE                   
R378       410.0026   4140.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R379       410.0026   3605.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R380       410.0026   4500.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
