RefDes     X          Y          Rot.       Exact     (FREE)    Side
R381       600.0026   2995.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R382       410.0026   3780.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R383       575.0026   4500.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R384       640.0026   3380.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R385       515.0026   3660.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R386       715.0026   2995.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R387       4849.4026  2697.4002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R388       3645.0026  1430.0002  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R390       3599.0026  1534.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R391       3528.0026  1417.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R392       3830.0026  3900.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R393       4180.0026  3800.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R394       3825.0026  4200.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R395       3806.0026  3551.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R396       3805.0026  3550.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R397       4200.0000  3795.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R398       3695.0026  3575.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
R400       2950.0000  676.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R401       3055.0026  710.0002   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R402       3320.0026  780.0002   090        EXACT     (FREE)    L1_TOP_SIDE                   
R403       3390.0026  780.0002   090        EXACT     (FREE)    L1_TOP_SIDE                   
R404       3090.0000  4645.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R405       3160.0000  4645.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R406       3230.0000  4645.0000  270        EXACT     (FREE)    L1_TOP_SIDE                   
R408       4065.0000  4155.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R409       2900.0000  4460.0000  000        EXACT     (FREE)    L1_TOP_SIDE                   
R410       2900.0000  4515.0000  180        EXACT     (FREE)    L1_TOP_SIDE                   
R411       3625.0026  990.0002   180        EXACT     (FREE)    L1_TOP_SIDE                   
R412       5510.0000  580.0000   180        EXACT     (FREE)    L1_TOP_SIDE                   
R413       5480.0000  685.0000   090        EXACT     (FREE)    L1_TOP_SIDE                   
R414       5510.0000  785.0000   000        EXACT     (FREE)    L1_TOP_SIDE                   
R415       380.0026   3930.0009  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R417       3995.0000  4155.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R418       4895.0000  4105.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R420       5510.0000  980.0000   180        EXACT     (FREE)    L1_TOP_SIDE                   
R421       5480.0000  1075.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R422       5510.0000  1175.0000  000        EXACT     (FREE)    L1_TOP_SIDE                   
R423       4884.0026  887.0002   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R424       3995.0000  4275.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R425       4065.0000  4275.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R429       3710.0026  995.0002   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R430       4905.5026  2731.4002  090        EXACT     (FREE)    L1_TOP_SIDE                   
R431       5405.0026  1965.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R432       2428.0026  2228.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
R434       2428.0026  2183.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R435       2428.0000  1677.0000  000        EXACT     (FREE)    L1_TOP_SIDE                   
R436       2428.0000  1632.0000  180        EXACT     (FREE)    L1_TOP_SIDE                   
R437       2490.0026  3730.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R438       3625.0026  990.0002   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R442       5010.0000  710.0000   090        EXACT     (FREE)    L1_TOP_SIDE                   
R443       5010.0000  1075.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
R492       2491.1026  3805.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
R517       4847.0026  526.0002   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
S1         494.1026   2498.9002  090        EXACT     (FREE)    L1_TOP_SIDE                   
TP1        1122.0000  655.0000   090        EXACT     (FREE)    L1_TOP_SIDE                   
TP2_CONN   639.0026   1978.0009  000        EXACT     (FREE)    L1_TOP_SIDE                   
TP3        1022.0000  655.0000   090        EXACT     (FREE)    L1_TOP_SIDE                   
TP3_CONN   775.0026   2100.0002  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
TP4        922.0000   655.0000   090        EXACT     (FREE)    L1_TOP_SIDE                   
TP4_CONN   600.0026   2205.0009  000        EXACT     (FREE)    L1_TOP_SIDE                   
TP5        1751.0300  1240.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
TP6        1701.0000  1340.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
TP7        1651.0300  1240.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
TP8        1601.0000  1340.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
TP_3V3     1395.0000  285.0000   000        EXACT     (FREE)    L1_TOP_SIDE                   
TP_GND     1495.0000  285.0000   000        EXACT     (FREE)    L1_TOP_SIDE                   
TP_TCK     1795.0000  285.0000   000        EXACT     (FREE)    L1_TOP_SIDE                   
TP_TDI     1895.0000  285.0000   000        EXACT     (FREE)    L1_TOP_SIDE                   
TP_TDO     1695.0000  285.0000   000        EXACT     (FREE)    L1_TOP_SIDE                   
TP_TMS     1595.0000  285.0000   000        EXACT     (FREE)    L1_TOP_SIDE                   
U1         1613.0026  819.0002   180        EXACT     (FREE)    L1_TOP_SIDE                   
U2         2769.0026  540.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
U3         3170.0026  1505.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U4         3170.0026  1250.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U5         4200.0026  1340.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U6         4200.0026  1340.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U7         4200.0026  725.0002   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U8         4200.0026  1640.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U9         4200.0026  725.0002   180        EXACT     (FREE)    L1_TOP_SIDE                   
U10        4200.0026  1640.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U11        4200.0026  1940.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U12        4200.0026  1035.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U13        4200.0026  2240.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U14        4200.0026  1035.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U15        4200.0026  2540.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U16        4200.0026  2540.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U17        1795.0026  3330.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U18        3225.0026  485.0002   090        EXACT     (FREE)    L1_TOP_SIDE                   
U19        3170.0026  1505.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U20        2240.0026  3370.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
U21        3170.0026  1245.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U22        2240.0000  2248.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
U23        3023.0026  3291.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U24        790.0026   4575.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
U25        5290.0000  695.0000   180        EXACT     (FREE)    L1_TOP_SIDE                   
U26        1795.0026  1745.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U27        5225.0026  3355.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U28        2550.0026  3950.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U29        5875.0026  3025.0009  090        EXACT     (FREE)    L1_TOP_SIDE                   
U30        1795.0026  2260.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U31        2655.0026  3335.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U32        1795.0026  2790.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U33        2240.0026  2775.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
U34        3021.0026  2855.8702  000        EXACT     (FREE)    L1_TOP_SIDE                   
U35        2655.0026  2910.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U36        3020.0026  2326.7402  000        EXACT     (FREE)    L1_TOP_SIDE                   
U37        3020.0026  1806.6102  000        EXACT     (FREE)    L1_TOP_SIDE                   
U38        2662.0026  2355.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U39        3390.0026  2884.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U40        4868.3026  2976.3002  090        EXACT     (FREE)    L1_TOP_SIDE                   
U42        4675.0026  4150.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
U43        3390.0026  2884.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U44        3390.0026  2654.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U47        3390.0026  2654.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U48        3390.0026  2454.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U50        2240.0000  1712.0000  090        EXACT     (FREE)    L1_TOP_SIDE                   
U52        3473.0026  1530.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U53        2659.0026  1817.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U54        3390.0026  2454.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U57        3390.0026  2224.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U58        3390.0026  2224.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U59        3390.0026  2004.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U60        3390.0026  1794.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U61        3390.0026  1794.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U63        2215.0000  4535.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U64        3390.0026  2004.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U66        3170.0026  1000.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U67        3170.0026  1000.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U68        5225.0026  3215.0002  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U69        878.3000   1185.1000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U72        2370.0000  1215.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U97        665.3000   1047.1000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U102       517.0026   2491.0009  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U119       2055.0000  3830.0000  270        EXACT     (FREE)    L1_TOP_SIDE                   
U120       878.3000   1075.1000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U121       3473.0026  1530.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U122       3805.0026  3675.0002  090        EXACT     (FREE)    L1_TOP_SIDE                   
U123       3500.7900  756.2600   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U124       3215.0026  785.0002   090        EXACT     (FREE)    L1_TOP_SIDE                   
U125       5135.0026  1755.0002  000        EXACT     (FREE)    L1_TOP_SIDE                   
U126       3100.0000  4505.0000  180        EXACT     (FREE)    L1_TOP_SIDE                   
U127       4833.0026  642.0002   270        EXACT     (FREE)    L1_TOP_SIDE                   
U130       5290.0000  1070.0000  180        EXACT     (FREE)    L1_TOP_SIDE                   
U131       4860.0026  1010.0002  270        EXACT     (FREE)    L1_TOP_SIDE                   
U132       5500.0026  2470.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U133       5500.0026  2345.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U134       5500.0026  2215.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U139       4200.0026  2840.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U140       4200.0026  1940.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U141       4200.0026  2840.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U142       4200.0026  2240.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U143       3490.0026  1255.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U144       3490.0026  1255.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U145       3490.0026  1000.0002  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U146       3490.0026  1000.0002  180        EXACT     (FREE)    L1_TOP_SIDE                   
U175       2791.7900  922.2600   270        EXACT     (FREE)    L1_TOP_SIDE                   
U176       4320.0000  4220.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U178       3223.0026  488.0002   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
Y1         1220.0026  699.0009   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
