RefDes     X          Y          Rot.       Exact     (FREE)    Side
R190       6250.0000  5190.0000  090        EXACT     (FREE)    Top                           
R191       6250.0000  5360.0000  270        EXACT     (FREE)    Top                           
R192       6610.0000  4980.0000  090        EXACT     (FREE)    Top                           
R193       6610.0000  5150.0000  270        EXACT     (FREE)    Top                           
R194       6490.0000  4980.0000  090        EXACT     (FREE)    Bottom                        
R195       6490.0000  5150.0000  270        EXACT     (FREE)    Bottom                        
R196       6490.0000  4620.0000  090        EXACT     (FREE)    Bottom                        
R197       6490.0000  4790.0000  270        EXACT     (FREE)    Bottom                        
R198       6610.0000  4620.0000  090        EXACT     (FREE)    Top                           
R199       6610.0000  4790.0000  270        EXACT     (FREE)    Top                           
R200       6610.0000  4230.0000  090        EXACT     (FREE)    Top                           
R201       6610.0000  4400.0000  270        EXACT     (FREE)    Top                           
R202       6490.0000  4230.0000  090        EXACT     (FREE)    Bottom                        
R203       6490.0000  4400.0000  270        EXACT     (FREE)    Bottom                        
R204       6490.0000  4020.0000  270        EXACT     (FREE)    Bottom                        
R205       6490.0000  3850.0000  090        EXACT     (FREE)    Bottom                        
R206       6610.0000  3850.0000  090        EXACT     (FREE)    Top                           
R207       6610.0000  4020.0000  270        EXACT     (FREE)    Top                           
R208       6420.0000  3410.0000  090        EXACT     (FREE)    Top                           
R209       6420.0000  3580.0000  270        EXACT     (FREE)    Top                           
R210       6300.0000  3410.0000  090        EXACT     (FREE)    Bottom                        
R211       6300.0000  3580.0000  270        EXACT     (FREE)    Bottom                        
R212       4430.0000  4830.0000  180        EXACT     (FREE)    Top                           
R213       3550.0000  1980.0000  180        EXACT     (FREE)    Top                           
R214       4630.0000  5340.0000  000        EXACT     (FREE)    Top                           
R215       4630.0000  5250.0000  000        EXACT     (FREE)    Top                           
R216       3260.0000  2430.0000  180        EXACT     (FREE)    Top                           
R217       3260.0000  2520.0000  000        EXACT     (FREE)    Top                           
R218       3510.0000  2510.0000  090        EXACT     (FREE)    Top                           
R219       3600.0000  2510.0000  090        EXACT     (FREE)    Top                           
R220       4836.0000  566.0000   180        EXACT     (FREE)    Bottom                        
R221       5006.0000  566.0000   000        EXACT     (FREE)    Bottom                        
R222       4836.0000  456.0000   000        EXACT     (FREE)    Top                           
R223       5006.0000  456.0000   180        EXACT     (FREE)    Top                           
R224       5210.0000  460.0000   000        EXACT     (FREE)    Top                           
R225       5380.0000  460.0000   180        EXACT     (FREE)    Top                           
R226       5210.0000  570.0000   180        EXACT     (FREE)    Bottom                        
R227       5380.0000  570.0000   000        EXACT     (FREE)    Bottom                        
R236       5720.0000  2010.0000  090        EXACT     (FREE)    Top                           
R237       5720.0000  2180.0000  270        EXACT     (FREE)    Top                           
R238       5580.0000  2010.0000  090        EXACT     (FREE)    Bottom                        
R239       5580.0000  2180.0000  270        EXACT     (FREE)    Bottom                        
R240       5580.0000  1640.0000  090        EXACT     (FREE)    Bottom                        
R241       5580.0000  1810.0000  270        EXACT     (FREE)    Bottom                        
R242       5720.0000  1640.0000  090        EXACT     (FREE)    Top                           
R243       5720.0000  1810.0000  270        EXACT     (FREE)    Top                           
R244       5720.0000  1270.0000  090        EXACT     (FREE)    Top                           
R245       5720.0000  1440.0000  270        EXACT     (FREE)    Top                           
R246       5580.0000  1270.0000  090        EXACT     (FREE)    Bottom                        
R247       5580.0000  1440.0000  270        EXACT     (FREE)    Bottom                        
R248       5580.0000  900.0000   090        EXACT     (FREE)    Bottom                        
R249       5580.0000  1070.0000  270        EXACT     (FREE)    Bottom                        
R250       5720.0000  900.0000   090        EXACT     (FREE)    Top                           
R251       5720.0000  1070.0000  270        EXACT     (FREE)    Top                           
R252       4950.0000  4270.0000  180        EXACT     (FREE)    Bottom                        
R253       4950.0000  4180.0000  180        EXACT     (FREE)    Bottom                        
R254       4950.0000  4090.0000  180        EXACT     (FREE)    Bottom                        
R255       4950.0000  4000.0000  180        EXACT     (FREE)    Bottom                        
R256       3850.0000  1860.0000  270        EXACT     (FREE)    Bottom                        
R257       3940.0000  1860.0000  270        EXACT     (FREE)    Bottom                        
R258       4030.0000  1860.0000  270        EXACT     (FREE)    Bottom                        
R259       4120.0000  1860.0000  270        EXACT     (FREE)    Bottom                        
R260       4900.0000  3890.0000  180        EXACT     (FREE)    Bottom                        
R261       4330.0000  2580.0000  270        EXACT     (FREE)    Bottom                        
R262       4210.0000  1860.0000  270        EXACT     (FREE)    Bottom                        
R263       3760.0000  1860.0000  270        EXACT     (FREE)    Bottom                        
R264       4240.0000  2580.0000  270        EXACT     (FREE)    Bottom                        
R265       4150.0000  2580.0000  270        EXACT     (FREE)    Bottom                        
R266       5440.0000  1610.0000  180        EXACT     (FREE)    Top                           
R267       4870.0000  2380.0000  000        EXACT     (FREE)    Bottom                        
R268       4870.0000  2480.0000  000        EXACT     (FREE)    Bottom                        
R269       4870.0000  2580.0000  000        EXACT     (FREE)    Bottom                        
R270       4870.0000  2680.0000  000        EXACT     (FREE)    Bottom                        
R271       4700.0000  2310.0000  270        EXACT     (FREE)    Bottom                        
R272       3890.0000  2050.0000  180        EXACT     (FREE)    Top                           
R273       3790.0000  2120.0000  180        EXACT     (FREE)    Bottom                        
R274       3948.0000  608.0000   270        EXACT     (FREE)    Bottom                        
R275       4038.0000  608.0000   090        EXACT     (FREE)    Bottom                        
R276       3800.0000  1110.0000  000        EXACT     (FREE)    Bottom                        
R277       3800.0000  570.0000   000        EXACT     (FREE)    Bottom                        
R278       3800.0000  660.0000   180        EXACT     (FREE)    Bottom                        
R279       3800.0000  930.0000   000        EXACT     (FREE)    Bottom                        
R280       3800.0000  1020.0000  180        EXACT     (FREE)    Bottom                        
R281       3800.0000  750.0000   000        EXACT     (FREE)    Bottom                        
R282       3800.0000  840.0000   180        EXACT     (FREE)    Bottom                        
R283       4128.0000  608.0000   270        EXACT     (FREE)    Bottom                        
R284       4220.0000  610.0000   090        EXACT     (FREE)    Bottom                        
R285       4380.0000  1310.0000  090        EXACT     (FREE)    Bottom                        
R286       4290.0000  1310.0000  270        EXACT     (FREE)    Bottom                        
R287       4360.0000  820.0000   270        EXACT     (FREE)    Bottom                        
R288       4450.0000  820.0000   090        EXACT     (FREE)    Bottom                        
R289       4452.0000  648.0000   180        EXACT     (FREE)    Bottom                        
R290       4452.0000  558.0000   180        EXACT     (FREE)    Bottom                        
R291       4452.0000  468.0000   180        EXACT     (FREE)    Bottom                        
R292       4452.0000  378.0000   180        EXACT     (FREE)    Bottom                        
R293       4500.0000  810.0000   180        EXACT     (FREE)    Top                           
R299       4530.0000  2310.0000  090        EXACT     (FREE)    Bottom                        
R300       4610.0000  2310.0000  270        EXACT     (FREE)    Bottom                        
R301       4350.0000  2310.0000  090        EXACT     (FREE)    Bottom                        
R302       4440.0000  2310.0000  270        EXACT     (FREE)    Bottom                        
R303       4150.0000  2310.0000  090        EXACT     (FREE)    Bottom                        
R304       4250.0000  2310.0000  270        EXACT     (FREE)    Bottom                        
RXM_RSV1   5790.0000  3660.0000  000        EXACT     (FREE)    Top                           
RXM_RSV2   5380.0000  2510.0000  000        EXACT     (FREE)    Top                           
RXP_RSV1   5700.0000  3660.0000  000        EXACT     (FREE)    Top                           
RXP_RSV2   5460.0000  2510.0000  000        EXACT     (FREE)    Top                           
T3         9880.0000  5000.0000  270        EXACT     (FREE)    Top                           
T4         9080.0000  5000.0000  000        EXACT     (FREE)    Top                           
T5         9080.0000  4400.0000  000        EXACT     (FREE)    Top                           
T6         9080.0000  3800.0000  000        EXACT     (FREE)    Top                           
T7         9080.0000  3200.0000  000        EXACT     (FREE)    Top                           
T8         9080.0000  2600.0000  000        EXACT     (FREE)    Top                           
T9         9080.0000  2000.0000  000        EXACT     (FREE)    Top                           
T10        9080.0000  1400.0000  000        EXACT     (FREE)    Top                           
T11        9080.0000  800.0000   000        EXACT     (FREE)    Top                           
T12        9880.0000  800.0000   090        EXACT     (FREE)    Top                           
TP1        6450.0000  4070.0000  000        EXACT     (FREE)    Top                           
TP1_+2P1   3285.0000  4475.0000  180        EXACT     (FREE)    Top                           
TP1_+3P3V  2835.0000  5325.0000  180        EXACT     (FREE)    Top                           
TP1_+VIO   2890.0000  2210.0000  000        EXACT     (FREE)    Top                           
TP2        6450.0000  4150.0000  000        EXACT     (FREE)    Top                           
TP3        6350.0000  4150.0000  000        EXACT     (FREE)    Top                           
TP4        6450.0000  4230.0000  000        EXACT     (FREE)    Top                           
TP5        6350.0000  4230.0000  000        EXACT     (FREE)    Top                           
TP6        6250.0000  4230.0000  000        EXACT     (FREE)    Top                           
TP7        6200.0000  4650.0000  090        EXACT     (FREE)    Top                           
TP8        6270.0000  4580.0000  090        EXACT     (FREE)    Top                           
TP9        6340.0000  4630.0000  090        EXACT     (FREE)    Top                           
TP10       6340.0000  4720.0000  090        EXACT     (FREE)    Top                           
TP11       6310.0000  4870.0000  000        EXACT     (FREE)    Top                           
TP12       6310.0000  4960.0000  000        EXACT     (FREE)    Top                           
TP13       5690.0000  5250.0000  000        EXACT     (FREE)    Top                           
TP14       5600.0000  5250.0000  000        EXACT     (FREE)    Top                           
TP15       5510.0000  5250.0000  000        EXACT     (FREE)    Top                           
TP16       5420.0000  5250.0000  000        EXACT     (FREE)    Top                           
TP17       5330.0000  5250.0000  000        EXACT     (FREE)    Top                           
TP18       5240.0000  5250.0000  000        EXACT     (FREE)    Top                           
TP19       5150.0000  5250.0000  000        EXACT     (FREE)    Top                           
TP20       5060.0000  5250.0000  000        EXACT     (FREE)    Top                           
TP21       5430.0000  1110.0000  000        EXACT     (FREE)    Top                           
TP22       5520.0000  1110.0000  000        EXACT     (FREE)    Top                           
TP23       5340.0000  1220.0000  090        EXACT     (FREE)    Top                           
TP24       5430.0000  1210.0000  000        EXACT     (FREE)    Top                           
TP25       5520.0000  1210.0000  000        EXACT     (FREE)    Top                           
TP26       5620.0000  1210.0000  000        EXACT     (FREE)    Top                           
TP27       5460.0000  1740.0000  090        EXACT     (FREE)    Top                           
TP28       5570.0000  1790.0000  090        EXACT     (FREE)    Top                           
TP29       5570.0000  1870.0000  090        EXACT     (FREE)    Top                           
TP30       5570.0000  1950.0000  000        EXACT     (FREE)    Top                           
TP31       5370.0000  1950.0000  000        EXACT     (FREE)    Top                           
TP32       5410.0000  2030.0000  000        EXACT     (FREE)    Top                           
TP33       5140.0000  2510.0000  000        EXACT     (FREE)    Top                           
TP34       5060.0000  2510.0000  000        EXACT     (FREE)    Top                           
TP35       4980.0000  2510.0000  000        EXACT     (FREE)    Top                           
TP36       4900.0000  2510.0000  000        EXACT     (FREE)    Top                           
TP37       4820.0000  2510.0000  000        EXACT     (FREE)    Top                           
TP38       4740.0000  2510.0000  000        EXACT     (FREE)    Top                           
TP39       4660.0000  2510.0000  000        EXACT     (FREE)    Top                           
TP40       4580.0000  2510.0000  000        EXACT     (FREE)    Top                           
TP41       2695.0000  5325.0000  000        EXACT     (FREE)    Top                           
TP_+24V    1500.0000  4240.0000  090        EXACT     (FREE)    Top                           
TP_+24V1   10410.0000 900.0000   000        EXACT     (FREE)    Top                           
TP_AGND1   6140.0000  1850.0000  000        EXACT     (FREE)    Top                           
TP_AGND2   7080.0000  4440.0000  000        EXACT     (FREE)    Top                           
TP_DGND1   2890.0000  2520.0000  000        EXACT     (FREE)    Top                           
TP_DGND2   3815.0000  5410.0000  000        EXACT     (FREE)    Top                           
TP_DGND3   5270.0000  3220.0000  000        EXACT     (FREE)    Top                           
TP_DGND4   2140.0000  4240.0000  090        EXACT     (FREE)    Top                           
TP_DGND5   10675.0000 900.0000   000        EXACT     (FREE)    Top                           
TXM_RSV1   5970.0000  3660.0000  000        EXACT     (FREE)    Top                           
TXM_RSV2   5220.0000  2510.0000  000        EXACT     (FREE)    Top                           
TXP_RSV1   5880.0000  3660.0000  000        EXACT     (FREE)    Top                           
TXP_RSV2   5300.0000  2510.0000  000        EXACT     (FREE)    Top                           
U1         5510.0000  4430.0000  180        EXACT     (FREE)    Top                           
U2         4640.0000  1560.0000  180        EXACT     (FREE)    Top                           
U3         2603.0000  4741.0000  000        EXACT     (FREE)    Top                           
U4         1249.0000  4710.0000  180        EXACT     (FREE)    Top                           
U5         4380.0000  5140.0000  090        EXACT     (FREE)    Top                           
U6         3510.0000  2270.0000  090        EXACT     (FREE)    Top                           
U7         3178.0000  5076.0000  180        EXACT     (FREE)    Top                           
Y1         5380.0000  3510.0000  180        EXACT     (FREE)    Top                           
Y2         4510.0000  640.0000   180        EXACT     (FREE)    Top                           
