RefDes     X          Y          Rot.       Exact     (FREE)    Side
C324       3941.0000  740.0000   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C325       2270.0000  815.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
C326       1455.0000  360.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C327       700.0000   775.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C328       2060.0000  275.0000   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C329       1075.0000  4000.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
C330       735.0000   3870.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
C331       565.0000   955.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
C332       655.0000   955.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
C333       800.0000   775.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C334       3725.0000  740.0000   270        EXACT     (FREE)    L1_TOP SIDE                   
C335       3720.0000  870.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
C336       2525.0000  445.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C337       3955.0000  1575.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C338       495.0000   2225.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
C339       400.0000   2225.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
C340       325.0000   3525.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
C341       425.0000   3525.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
C342       100.0000   3675.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C343       100.0000   3850.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
C344       520.0000   3630.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
C345       3370.0000  5805.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C346       3810.0000  5550.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C347       395.0000   3040.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
C348       520.0000   3040.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
C349       3000.0000  4425.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
C350       3000.0000  4250.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
C351       705.0000   5145.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C352       975.0000   5275.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C353       575.0000   5250.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C354       1500.0000  5275.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C355       1100.0000  5255.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C356       1227.0000  5144.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C357       1975.0000  5275.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C358       1575.0000  5275.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C359       1725.0000  5150.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C360       2500.0000  5275.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C361       2100.0000  5275.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C362       2250.0000  5150.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C363       1590.0000  2300.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
C364       2220.0000  2200.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
C365       3640.0000  2150.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
C366       2870.0000  2270.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
C367       2760.0000  3370.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
C368       3570.0000  3370.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
C369       1310.0000  3370.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C370       1910.0000  3370.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
C371       1405.0000  5800.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
C372       4075.0000  2885.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
C373       4165.0000  2995.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
C374       3995.0000  2640.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
C375       3980.0000  2810.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
D1         1275.0000  3400.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
D2         1275.0000  2825.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D3         1475.0000  2375.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
D4         1275.0000  3225.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
D5         1879.0000  2749.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
D6         1975.0000  2850.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D7         1875.0000  3000.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
D8         1700.0000  3000.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
D9         3350.0000  2750.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
D10        3480.0000  3010.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D11        3350.0000  3000.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
D12        3175.0000  3000.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
D13        2625.0000  2749.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
D14        2655.0000  3055.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
D15        2625.0000  3000.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
D16        2425.0000  3000.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
D18        289.3701   5543.3071  090        EXACT     (FREE)    L1_TOP SIDE                   
D19        4400.0000  275.0000   270        EXACT     (FREE)    L1_TOP SIDE                   
D20        4400.4025  275.4867   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D21        4400.4025  575.4867   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D22        4175.0000  815.0000   270        EXACT     (FREE)    L1_TOP SIDE                   
D23        4400.0000  575.0000   270        EXACT     (FREE)    L1_TOP SIDE                   
D24        4200.0000  845.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D25        4175.0000  1415.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
D26        4200.0000  1145.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D27        4175.0000  1115.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
D28        4200.0000  1445.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D29        4175.0000  1715.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
D30        4200.0000  1745.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D31        450.0000   4170.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
D32        3325.0000  5325.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
D33        3325.0000  4920.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
D34        3650.0000  5325.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
D35        3645.0000  4915.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
D36        3950.0000  5325.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
D37        3975.0000  4925.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
D38        340.0000   4595.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
D39        383.4646   3966.9291  270        EXACT     (FREE)    L1_TOP SIDE                   
D40        383.4646   3744.8819  270        EXACT     (FREE)    L1_TOP SIDE                   
D41        124.4094   3236.2205  090        EXACT     (FREE)    L1_TOP SIDE                   
D42        146.4567   3040.5512  090        EXACT     (FREE)    L1_TOP SIDE                   
D43        168.8976   2844.8819  090        EXACT     (FREE)    L1_TOP SIDE                   
D44        190.9449   2649.6063  090        EXACT     (FREE)    L1_TOP SIDE                   
D45        212.9921   2453.9370  090        EXACT     (FREE)    L1_TOP SIDE                   
D46        235.4331   2258.2677  090        EXACT     (FREE)    L1_TOP SIDE                   
D47        257.4803   2062.5984  090        EXACT     (FREE)    L1_TOP SIDE                   
D48        279.9213   1866.9291  090        EXACT     (FREE)    L1_TOP SIDE                   
D49        301.9685   1671.6535  090        EXACT     (FREE)    L1_TOP SIDE                   
D50        324.4094   1475.9843  090        EXACT     (FREE)    L1_TOP SIDE                   
D51        346.4567   1280.3150  090        EXACT     (FREE)    L1_TOP SIDE                   
D52        368.8976   1084.6457  090        EXACT     (FREE)    L1_TOP SIDE                   
D53        390.9449   888.9764   090        EXACT     (FREE)    L1_TOP SIDE                   
D54        413.3858   693.7008   090        EXACT     (FREE)    L1_TOP SIDE                   
D55        71.2598    4475.1969  090        EXACT     (FREE)    L1_TOP SIDE                   
D56        71.2598    4845.2756  090        EXACT     (FREE)    L1_TOP SIDE                   
D57        435.4331   498.0315   090        EXACT     (FREE)    L1_TOP SIDE                   
D58        71.2598    4660.2362  090        EXACT     (FREE)    L1_TOP SIDE                   
D59        71.2598    4105.1181  090        EXACT     (FREE)    L1_TOP SIDE                   
D60        71.2598    5030.3150  090        EXACT     (FREE)    L1_TOP SIDE                   
D61        71.2598    4290.1575  090        EXACT     (FREE)    L1_TOP SIDE                   
D62        4125.0000  4725.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
D63        2575.0000  5750.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
D64        161.4173   5543.3071  090        EXACT     (FREE)    L1_TOP SIDE                   
D65        2000.0000  3750.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
D75        446.8504   5543.3071  090        EXACT     (FREE)    L1_TOP SIDE                   
D77        4750.0000  4700.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
D78        4450.0000  4700.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
D99        101.9685   3431.8898  090        EXACT     (FREE)    L1_TOP SIDE                   
F1         4125.0000  4725.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
F3         4775.0000  4725.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
F4         4450.0000  4725.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
FB1        2595.0000  1005.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
FB2        4800.0000  5350.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
FD1        775.0000   150.0000   000        EXACT     (FREE)    L1_TOP SIDE                   
FD2        775.0000   150.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
FD3        1000.0000  5800.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
FD4        4775.0000  725.0000   000        EXACT     (FREE)    L1_TOP SIDE                   
FD5        4775.0000  725.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
FD6        1000.0000  5800.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
GP1        4581.4961  5590.5512  090        EXACT     (FREE)    L1_TOP SIDE                   
J1         4917.3228  908.6614   090        EXACT     (FREE)    L1_TOP SIDE                   
J2         4842.5197  5097.2441  090        EXACT     (FREE)    L1_TOP SIDE                   
J3         4917.3228  2377.9528  090        EXACT     (FREE)    L1_TOP SIDE                   
J4         1150.0000  1125.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
J6         1809.0551  3717.3228  000        EXACT     (FREE)    L1_TOP SIDE                   
J7         2284.6457  279.5276   180        EXACT     (FREE)    L1_TOP SIDE                   
J51        3860.0000  5718.1100  180        EXACT     (FREE)    L1_TOP SIDE                   
J56        3200.0000  5775.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
L1         1300.0000  1200.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
L2         4700.0000  4200.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
L3         4275.0000  3955.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
L4         4000.0000  3450.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
L5         4175.0000  2325.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
L6         4350.0000  4175.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
L7         3302.6202  3668.1114  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
L8         3827.6202  3668.1114  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
L9         1800.0000  4800.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
L10        4650.0000  3300.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
L11        2335.0000  4765.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
L12        625.0000   4800.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
L13        1250.0000  4800.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
L14        545.0000   1460.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
L15        4625.0000  3700.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
L16        4675.0000  2075.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
LS1        225.0000   5375.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
LS2        3225.4025  5425.4867  000        EXACT     (FREE)    L1_TOP SIDE                   
LS3        3550.4025  5425.4867  000        EXACT     (FREE)    L1_TOP SIDE                   
LS4        3875.4025  5425.4867  000        EXACT     (FREE)    L1_TOP SIDE                   
LS7        225.4025   4700.4867  000        EXACT     (FREE)    L1_TOP SIDE                   
MH1        2826.7717  5763.7795  000        EXACT     (FREE)    L1_TOP SIDE                   
MH3        957.0866   236.2205   000        EXACT     (FREE)    L1_TOP SIDE                   
MH4        3690.9449  236.2205   000        EXACT     (FREE)    L1_TOP SIDE                   
MH6        779.5276   5763.7795  000        EXACT     (FREE)    L1_TOP SIDE                   
Q1         2125.0000  2875.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
Q2         2875.0000  2875.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
Q3         3600.0000  2865.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
Q4         1325.0000  2875.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
Q5         1075.0000  4405.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q6         1650.0000  4395.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q7         2755.0000  4425.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q8         2210.0000  4395.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q9         550.0000   5500.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q10        300.0000   5600.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q11        550.0000   5735.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
Q13        2695.0000  5400.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
Q14        285.0000   4860.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q18        825.0000   3825.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q19        500.0000   3825.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q20        755.0000   3555.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
Q21        755.0000   3720.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
Q22        3025.0000  4400.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q23        3025.0000  4150.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q24        2375.0000  3775.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q25        280.0000   4170.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q26        525.0000   4005.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
Q28        750.0000   5525.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
Q29        1075.0000  5525.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
Q30        1400.0000  5525.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
Q31        305.0000   3495.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Q32        565.0000   4195.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R1         3625.0000  5550.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R2         2800.0000  1175.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R3         3065.0000  1275.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R4         3220.0000  1260.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R5         3075.0000  1475.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R6         3650.0000  5150.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R7         3290.0000  1220.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R8         600.0000   5575.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R9         2920.0000  4765.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R10        550.0000   5850.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R11        2215.0000  3530.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R12        2340.0000  3530.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R13        2400.0000  4750.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R14        2145.0000  4760.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R15        2340.0000  3455.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R16        4240.0000  2890.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R17        675.0000   300.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R18        350.0000   3350.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R19        2450.0000  4625.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R20        490.0000   3350.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R21        3325.0000  5575.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R22        4050.0000  2415.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R23        4190.0000  2490.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R24        2745.0000  4250.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R25        2450.0000  5725.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R26        1750.0000  3000.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R27        2800.0000  1425.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R28        2800.0000  1360.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R29        2800.0000  1505.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R30        2800.0000  1575.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R31        3325.0000  1000.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R32        2325.0000  4750.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R33        2750.0000  4800.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R34        2075.0000  4400.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R35        2785.0000  4555.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R36        2750.0000  4700.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R37        1840.0000  4750.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R38        1835.0000  4695.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R39        2145.0000  4670.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R40        2655.0000  4250.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R41        2150.0000  4220.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R42        2065.0000  4220.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R43        2075.0000  4575.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R44        2200.0000  4525.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R45        2650.0000  4600.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R46        1770.0000  4750.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R47        2625.0000  4425.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R48        2325.0000  4625.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R49        1765.0000  4695.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R50        1125.0000  4400.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R51        1050.0000  4400.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R52        1625.0000  4450.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R53        1625.0000  4375.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R54        2175.0000  4425.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R55        2175.0000  4355.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R56        2750.0000  4450.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R57        2750.0000  4375.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R58        2925.0000  800.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R59        3035.0000  670.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R60        2925.0000  600.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R61        325.0000   4425.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R62        2695.0000  915.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R63        2695.0000  690.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R64        2695.0000  575.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R65        710.0000   5025.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R66        2695.0000  805.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R67        2695.0000  465.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R68        2475.0000  655.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R69        585.0000   5060.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R70        2365.0000  650.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R71        2250.0000  650.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R72        2125.0000  650.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R73        4020.0000  2740.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R74        550.0000   5695.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R75        3325.0000  5150.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R76        2950.0000  4790.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R77        2950.0000  4700.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R78        300.0000   5735.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R79        4020.0000  2810.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R80        175.0000   5735.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R81        4190.0000  2415.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R82        4190.0000  2565.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R83        4190.0000  2640.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R84        4050.0000  2490.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R85        4050.0000  2565.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R86        4050.0000  2415.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R87        4050.0000  2640.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R88        1240.0000  5640.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R89        1310.0000  5640.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R90        1160.0000  5805.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R91        740.0000   4300.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R92        735.0000   4535.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R93        3500.0000  5550.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R94        3390.0000  5675.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R95        3958.0000  5671.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R96        625.0000   4900.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R97        1250.0000  4900.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R98        1760.0000  4900.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R99        2295.0000  4895.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R100       2920.0000  4595.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R101       3975.0000  5150.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R102       4375.0000  5325.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R103       4200.0000  5325.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R104       650.0000   4675.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R105       1200.0000  4725.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R106       1275.0000  4675.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R107       550.0000   4775.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R108       550.0000   4600.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R109       495.0000   2025.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R110       430.0000   3500.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R111       252.6202   3278.1114  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R112       520.0000   3980.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R113       520.0000   4070.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R114       520.0000   3890.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R115       520.0000   3800.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R116       325.0000   4100.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R117       274.9941   3100.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R118       520.0000   3715.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R119       274.9941   2900.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R120       300.0000   2700.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R121       225.0000   3475.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R122       350.0000   2500.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R123       1325.0000  2950.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R124       775.0000   2225.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R125       775.0000   2375.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R126       1125.0000  3200.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R127       1320.0000  3055.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R128       1030.0000  3205.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R129       820.0000   3345.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R130       1250.0000  2375.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R131       1350.0000  2375.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R132       1830.0000  2215.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R133       2025.0000  2975.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R134       2025.0000  2600.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R135       1950.0000  3200.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R136       2145.0000  3060.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R137       1850.0000  3200.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R138       1677.0000  3351.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
